English name,Score,Genres,Type,Aired,Producers,Studios,Rank,Popularity,Favorites,Scored By,Members,Weighted_Score,Aired_Year,Start Month,Season
UNKNOWN,5.6,"Comedy, Fantasy, Supernatural",TV,"Jul 1, 2020 to Mar 31, 2021",UNKNOWN,Fanworks,10465.0,13847,1,149.0,689,5.70600152554977,2020,Jul,Summer
TONIKAWA: Over The Moon For You,7.9,"Comedy, Romance",TV,"Oct 3, 2020 to Dec 19, 2020","Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll",Seven Arcs,725.0,270,9818,389727.0,690424,81.54136013092554,2020,Oct,Fall
Otherside Picnic,6.62,"Adventure, Fantasy, Mystery, Suspense",TV,"Jan 4, 2021 to Mar 22, 2021","Sony Pictures Entertainment, Square Enix, Frontier Works, AT-X, Hakuhodo DY Music & Pictures, Amusement Media Academy, BS11, Good Smile Film, Hayakawa Shobou","LIDENFILMS, Felix Film",5714.0,1768,529,37873.0,114429,58.38142751872508,2021,Jan,Winter
UNKNOWN,5.65,Comedy,ONA,"Feb 29, 2020 to May 8, 2020",Grooove,AQUA ARIS,10251.0,8677,2,1349.0,3968,26.123493713946115,2020,Feb,Spring
UNKNOWN,5.92,"Adventure, Comedy",TV,"Apr 16, 2020 to Sep 24, 2020",TV Tokyo,Studio Crocodile,9201.0,11822,2,359.0,1314,14.333068290787672,2020,Apr,Spring
Welcome to Demon School! Iruma-kun Season 2,8.06,"Comedy, Fantasy",TV,"Apr 17, 2021 to Sep 11, 2021","NHK, NHK Enterprises",Bandai Namco Pictures,521.0,765,2313,141927.0,291198,72.39841847402579,2021,Apr,Spring
UNKNOWN,5.61,"Action, Fantasy",TV,"Apr 3, 2020 to Mar 26, 2021",UNKNOWN,TMS Entertainment,10401.0,8953,2,1153.0,3577,24.608313164877078,2020,Apr,Spring
The God of War Dominates,7.33,"Action, Drama, Fantasy",ONA,"Mar 8, 2020 to ?","Tencent Penguin Pictures, Quyue Technology, Manhoo Culture",Ruo Hong Culture,2378.0,8069,57,1260.0,4923,27.89694017797316,2020,Mar,Spring
Dino Girl Gauko Season 2,6.4,Comedy,ONA,"Mar 20, 2020",UNKNOWN,Ascension,6851.0,12679,3,527.0,988,18.596332890364625,2020,Mar,Spring
Akudama Drive,7.6,"Action, Sci-Fi",TV,"Oct 8, 2020 to Dec 24, 2020","Marvelous, Yomiuri Advertising, Delfi Sound, NBCUniversal Entertainment Japan, Amuse, Sammy, Contents Seed, BS NTV, Aeon Entertainment",Pierrot,1388.0,526,3508,188023.0,404860,74.45297115214387,2020,Oct,Fall
Beyblade Burst Surge,6.58,"Action, Adventure, Sci-Fi, Sports",ONA,"Apr 3, 2020 to Mar 19, 2021",ADK Emotions,OLM,5943.0,7554,37,2528.0,5726,33.329869341381624,2020,Apr,Spring
UNKNOWN,5.49,Comedy,ONA,"Jan 8, 2020 to Mar 24, 2020",UNKNOWN,AQUA ARIS,10799.0,8353,5,964.0,4485,22.75568844951517,2020,Jan,Winter
Combatants Will Be Dispatched!,7.16,"Action, Comedy, Fantasy, Sci-Fi",TV,"Apr 4, 2021 to Jun 20, 2021","Nippon Columbia, Kadokawa",J.C.Staff,3269.0,622,1969,164554.0,350472,72.67104333362272,2021,Apr,Spring
86 Eighty-Six,8.28,"Action, Drama, Sci-Fi",TV,"Apr 11, 2021 to Jun 20, 2021","Aniplex, Kadokawa, Bandai Spirits",A-1 Pictures,262.0,274,17085,349106.0,686544,80.9587477094528,2021,Apr,Spring
Date A Live IV,7.78,"Action, Romance, Sci-Fi",TV,"Apr 8, 2022 to Jun 24, 2022","AT-X, Nippon Columbia, Docomo Anime Store, Kadokawa Media House, Kadokawa",Geek Toys,958.0,980,3290,70801.0,227976,65.64986324500953,2022,Apr,Spring
UNKNOWN,6.49,"Comedy, Ecchi",Special,"Nov 27, 2019 to Dec 25, 2019",UNKNOWN,Doga Kobo,6453.0,8762,1,866.0,3844,23.310839251713173,2019,Nov,Winter
Bleach: Thousand-Year Blood War,9.07,"Action, Adventure, Fantasy",TV,"Oct 11, 2022 to Dec 27, 2022","TV Tokyo, Aniplex, Dentsu, Shueisha",Pierrot,2.0,464,17999,213872.0,445198,77.27538647352664,2022,Oct,Fall
UNKNOWN,7.11,"Action, Fantasy",Movie,"Oct 2, 2020","Shueisha, Twin Engine, Bandai Namco Arts","Studio Colorido, team Yamahitsuji",3478.0,1022,577,107801.0,220547,68.70057419646696,2020,Oct,Fall
UNKNOWN,7.51,"Comedy, Slice of Life",Movie,"Aug 20, 2021",UNKNOWN,"Studio Gokumi, AXsiZ",1676.0,5566,27,2093.0,12221,32.806956778050846,2021,Aug,Fall
UNKNOWN,5.45,Comedy,ONA,"Mar 16, 2020 to Apr 15, 2020",Tower Records,UNKNOWN,10936.0,14644,1,135.0,539,4.545572129829923,2020,Mar,Spring
Destiny Child,5.46,"Action, Supernatural",ONA,"May 1, 2018",LIDENFILMS,Yumeta Company,10887.0,11672,2,571.0,1388,17.8701640211876,2018,May,Summer
That Time I Got Reincarnated as a Slime Season 2 Part 2,8.33,"Action, Adventure, Comedy, Fantasy",TV,"Jul 6, 2021 to Sep 21, 2021","Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",8bit,218.0,276,10456,386548.0,681665,81.95516149814425,2021,Jul,Summer
The Slime Diaries,7.59,"Comedy, Fantasy",TV,"Apr 6, 2021 to Jun 22, 2021","Lantis, Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",8bit,1412.0,709,1995,134990.0,312290,71.38082899731347,2021,Apr,Spring
The Seven Deadly Sins: Dragon's Judgement,6.58,"Action, Adventure, Fantasy",TV,"Jan 13, 2021 to Jun 23, 2021",TV Tokyo,Studio Deen,5914.0,535,1544,185529.0,398663,72.99884276510505,2021,Jan,Winter
Fate/Grand Order: Final Singularity - Grand Temple of Time: Solomon,7.79,"Action, Fantasy, Supernatural",Movie,"Jul 30, 2021",Aniplex,CloverWorks,940.0,2465,379,25423.0,67764,56.20357858666274,2021,Jul,Summer
Spicy Girl,6.83,"Comedy, Romance",ONA,"Apr 7, 2020 to Jul 18, 2020",Tencent Penguin Pictures,UNKNOWN,4723.0,8336,17,1049.0,4502,25.552349784585473,2020,Apr,Spring
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",7.21,"Action, Adventure, Comedy, Fantasy",TV,"Jan 11, 2023 to Apr 20, 2023","MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",SILVER LINK.,3001.0,1122,1238,51369.0,198790,61.984450982959984,2023,Jan,Winter
UNKNOWN,6.59,"Action, Fantasy",Movie,"Nov 6, 2020",XFLAG,"Anima, Dynamo Pictures",5888.0,9109,6,297.0,3385,13.572762268007006,2020,Nov,Winter
UNKNOWN,7.11,Comedy,TV,"Jan 7, 2021 to Mar 25, 2021","Dentsu, Square Enix, Pony Canyon, Sanrio, KlockWorx, BS Fuji, 81 Produce, Tokyo MX, Hokkaido Cultural Broadcasting, Sammy, FuRyu, Sony Music Solutions",Kinema Citrus,3508.0,5765,50,2937.0,11205,35.429943387106924,2021,Jan,Winter
UNKNOWN,7.19,"Action, Adventure, Fantasy, Romance",ONA,"May 3, 2020 to May 31, 2020","Tencent Penguin Pictures, China Literature Limited, Pure Arts",Foch Films,3071.0,8661,13,1808.0,3993,31.053244679518862,2020,May,Summer
Magia Record: Puella Magi Madoka Magica Side Story Season 2 - The Eve of Awakening,6.98,"Drama, Suspense",TV,"Aug 1, 2021 to Sep 26, 2021",Aniplex,Shaft,4070.0,2657,437,16865.0,59226,51.3997564256492,2021,Aug,Fall
Cells at Work [Black],6.6,Action,ONA,"Jan 4, 2020",UNKNOWN,UNKNOWN,5825.0,6861,4,2025.0,7322,31.30927020463159,2020,Jan,Winter
UNKNOWN,5.18,Comedy,ONA,"Nov 3, 2014",UNKNOWN,UNKNOWN,11622.0,16821,1,171.0,331,6.257176011571793,2014,Nov,Winter
UNKNOWN,5.56,Romance,ONA,"Mar 30, 2020",UNKNOWN,UNKNOWN,10575.0,13070,0,201.0,875,8.40143775033871,2020,Mar,Spring
Ninjala Episode 0: Ninja-Gum is Born,5.83,Sci-Fi,ONA,"Mar 30, 2020",UNKNOWN,Marza Animation Planet,9570.0,14064,0,293.0,637,12.316668719447131,2020,Mar,Spring
Sorcerous Stabber Orphen: Celestial Artifacts,6.08,"Action, Adventure, Drama, Fantasy",Special,"May 8, 2020",MediaNet Pictures,Studio Deen,8474.0,6010,5,3700.0,10146,36.117390970667294,2020,May,Summer
UNKNOWN,6.68,Slice of Life,ONA,"Mar 28, 2020 to Jul 11, 2020",Sunrise Music,Bandai Namco Pictures,5424.0,10551,2,837.0,2080,23.26277859231629,2020,Mar,Spring
Kiyo in Kyoto: From the Maiko House,7.02,"Gourmet, Slice of Life",TV,"Feb 25, 2021 to Jan 27, 2022","NHK, NHK Enterprises",J.C.Staff,3908.0,4895,69,3955.0,17029,38.06031574701351,2021,Feb,Spring
Future Folktales,6.02,Adventure,TV,"Apr 4, 2020 to Jun 27, 2020",Manga Productions,Toei Animation,8728.0,8787,6,1029.0,3794,24.20904534119789,2020,Apr,Spring
UNKNOWN,5.13,"Adventure, Mystery",Special,"Mar 28, 2020",UNKNOWN,Yaoyorozu,11712.0,13263,0,385.0,826,13.656416910811283,2020,Mar,Spring
UNKNOWN,7.47,"Comedy, Fantasy",Movie,"Jun 10, 2022",Kadokawa,Studio PuYUKAI,1811.0,2298,111,12918.0,76118,49.56420185211239,2022,Jun,Summer
Sorcerous Stabber Orphen: Battle of Kimluck,6.19,"Action, Adventure, Drama, Fantasy",TV,"Jan 20, 2021 to Mar 31, 2021","Genco, Lantis, MediaNet Pictures",Studio Deen,7913.0,3977,85,7489.0,27257,42.79404594650871,2021,Jan,Winter
Grand Blues!,5.75,"Adventure, Fantasy",TV,"Oct 8, 2020 to Dec 24, 2020",dugout,"W-Toon Studio, DMM.futureworks",9884.0,5318,25,4146.0,13723,36.65302906447268,2020,Oct,Fall
UNKNOWN,6.08,Sports,Special,"Apr 1, 2020",UNKNOWN,PRA,8482.0,9894,2,827.0,2583,22.282878524666316,2020,Apr,Spring
My Hero Academia Season 5,7.39,Action,TV,"Mar 27, 2021 to Sep 25, 2021","Dentsu, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Bones,2121.0,125,10087,541804.0,1095554,83.96748013554986,2021,Mar,Spring
Tokyo Mew Mew New,6.61,"Fantasy, Romance, Sci-Fi",TV,"Jul 6, 2022 to Sep 21, 2022","TV Tokyo, Dentsu, Pony Canyon, Kodansha","Yumeta Company, Graphinica",5779.0,3244,332,9200.0,40910,45.300404086102056,2022,Jul,Summer
Re:ZERO -Starting Life in Another World- The Frozen Bond: Manner Movie,7.5,Fantasy,Movie,"Nov 8, 2019",White Fox,Studio PuYUKAI,1720.0,3434,72,15220.0,36998,51.115556965018556,2019,Nov,Winter
UNKNOWN,7.43,"Action, Comedy, Mystery",ONA,"Apr 8, 2022","Bandai Namco Entertainment, Toy's Factory, ADK Marketing Solutions",Bandai Namco Pictures,1942.0,4460,83,6476.0,21108,43.138103562648745,2022,Apr,Spring
All Saints Street,7.89,"Comedy, Supernatural",ONA,"Apr 1, 2020 to May 27, 2020","Tencent Penguin Pictures, Tianwen Kadokawa Animation & Comics","Fenz, HMCH",759.0,4299,383,8833.0,22991,46.55908495934106,2020,Apr,Spring
UNKNOWN,5.84,"Action, Adventure, Comedy, Fantasy",Special,"Jan 1, 1999",UNKNOWN,OLM,9554.0,14366,0,143.0,587,5.713956990937055,1999,Jan,Winter
Talentless Nana,7.18,"Supernatural, Suspense",TV,"Oct 4, 2020 to Dec 27, 2020","Square Enix, AT-X, Nippon Columbia, BS Fuji, Hakuhodo DY Music & Pictures, Docomo Anime Store, Yomiuri TV Enterprise, Kanon Sound, NichiNare, Kadokawa, Show Corporation",Bridge,3131.0,717,1510,152553.0,309011,71.99750242367888,2020,Oct,Fall
How Not to Summon a Demon Lord Ω,6.72,"Comedy, Fantasy, Ecchi",TV,"Apr 9, 2021 to Jun 11, 2021","TBS, Kodansha, Half H.P Studio, KlockWorx, 81 Produce, Avex Pictures, Crunchyroll, GREE","Tezuka Productions, Okuruto Noboru",5224.0,559,2706,169139.0,382816,72.33915705046279,2021,Apr,Spring
METAMAN,5.81,"Action, Sci-Fi",ONA,"Apr 7, 2020 to Jun 16, 2020","bilibili, Chongzhuo Animation",Congzhuo Animation,9635.0,11519,3,247.0,1468,10.70885117486913,2020,Apr,Spring
Puso Ni Comi: Okawari,6.37,Comedy,ONA,"Apr 7, 2020 to Sep 29, 2020",Sega,Point Pictures,7023.0,12965,0,208.0,904,9.97218073339301,2020,Apr,Spring
UNKNOWN,5.52,Fantasy,ONA,"Sep 27, 2019 to Apr 17, 2020",UNKNOWN,UNKNOWN,10715.0,14013,0,171.0,650,6.843599341466625,2019,Sep,Fall
UNKNOWN,5.58,Fantasy,ONA,"Aug 23, 2019",UNKNOWN,UNKNOWN,10524.0,14841,1,173.0,514,7.050595613639795,2019,Aug,Fall
Case File nº221: Kabukicho OVA,6.69,"Comedy, Drama, Mystery",OVA,"Aug 26, 2020",UNKNOWN,Production I.G,5382.0,7264,13,1607.0,6354,29.29948443329468,2020,Aug,Fall
UNKNOWN,6.63,"Drama, Romance",ONA,"Apr 5, 2020 to Jun 21, 2020",UNKNOWN,Doga Kobo,5710.0,4346,15,9673.0,22464,45.79126826307268,2020,Apr,Spring
UNKNOWN,7.77,"Fantasy, Sci-Fi, Slice of Life",Movie,"Mar 5, 2021",Shochiku,J.C.Staff,971.0,5739,38,3345.0,11344,37.45079538410539,2021,Mar,Spring
"Oh, Suddenly Egyptian God",6.58,"Comedy, Fantasy",ONA,"Dec 7, 2020 to Feb 8, 2021",UNKNOWN,Typhoon Graphics,5933.0,6875,23,3177.0,7270,35.439927322112354,2020,Dec,Winter
UNKNOWN,5.37,Slice of Life,Special,"Jun 27, 2018",UNKNOWN,UNKNOWN,11161.0,14471,0,203.0,567,8.171990997458813,2018,Jun,Summer
Cells at Work! CODE BLACK!,7.53,"Action, Drama",TV,"Jan 10, 2021 to Mar 19, 2021","Aniplex, Kodansha, Studio Mausu, Tokyo MX, NetEase",LIDENFILMS,1612.0,1046,445,73747.0,214708,65.72471721621119,2021,Jan,Winter
How a Realist Hero Rebuilt the Kingdom,7.24,"Action, Fantasy, Romance",TV,"Jul 4, 2021 to Sep 26, 2021","King Records, WOWMAX",J.C.Staff,2844.0,613,2450,180247.0,355162,73.61481651891498,2021,Jul,Summer
UNKNOWN,7.33,"Action, Drama, Sci-Fi",Movie,"Nov 13, 2020",King Records,"Production I.G, I.Gzwei",2376.0,9083,5,637.0,3424,21.599071658173212,2020,Nov,Winter
Ghost in the Shell: SAC_2045 Season 2,6.87,"Action, Mystery, Sci-Fi",ONA,"May 23, 2022","Dentsu, Kodansha, flying DOG, Bandai Namco Arts","Production I.G, Sola Digital Arts",4526.0,6169,30,3390.0,9513,36.43741347960299,2022,May,Summer
Heaven's Design Team,7.15,"Comedy, Fantasy",TV,"Jan 7, 2021 to Mar 25, 2021","Dentsu, Kodansha, AT-X, Studio Mausu, BS Fuji, Tokyo MX, Avex Pictures, TV Aichi",Asahi Production,3301.0,2326,276,30590.0,74698,57.12047385028456,2021,Jan,Winter
UNKNOWN,6.48,Sports,TV,"Oct 4, 2020 to Dec 20, 2020","Lantis, AT-X, Magic Capsule, KlockWorx, Nagoya Broadcasting Network, ABC Animation, Cygames, Bandai Namco Arts, Happinet, NetEase, Heart Company",Blade,6478.0,2068,182,34878.0,90453,57.42328419902835,2020,Oct,Fall
UNKNOWN,6.89,"Action, Adventure, Fantasy",ONA,"Mar 16, 2020 to May 25, 2020","Tencent Penguin Pictures, China Literature Limited",Foch Films,4411.0,10444,2,760.0,2153,22.657543778579942,2020,Mar,Spring
UNKNOWN,4.96,Avant Garde,Movie,Jul 2012,UNKNOWN,UNKNOWN,12006.0,16806,0,167.0,332,5.638547331488041,2012,Jul,Summer
Spring and Autumn,6.05,"Action, Adventure, Fantasy, Romance",ONA,"Apr 13, 2020 to Oct 15, 2020",Tencent Penguin Pictures,Ruo Hong Culture,8598.0,10891,4,523.0,1862,18.006807550208016,2020,Apr,Spring
Mother of the Goddess' Dormitory,6.52,"Comedy, Romance, Ecchi",TV,"Jul 14, 2021 to Sep 15, 2021","AT-X, Kadokawa Media House, Kadokawa",asread.,6233.0,1220,1222,72388.0,180865,64.22299730813916,2021,Jul,Summer
UNKNOWN,7.36,"Action, Drama, Sci-Fi",Movie,"Nov 5, 2021",King Records,"Production I.G, I.Gzwei",2235.0,9560,9,502.0,2912,19.43792784737555,2021,Nov,Winter
The Vampire Dies in No Time,7.26,"Comedy, Supernatural",TV,"Oct 4, 2021 to Dec 20, 2021","Frontier Works, Marvelous, Pony Canyon, Studio Mausu, Hakuhodo DY Music & Pictures, Akita Shoten, BS11, Kadokawa Media House",Madhouse,2730.0,2167,525,29956.0,82864,57.06805847616499,2021,Oct,Fall
King's Raid: Successors of the Will,6.02,"Action, Adventure, Fantasy",TV,"Oct 3, 2020 to Mar 27, 2021",UNKNOWN,"OLM, Sunrise Beyond",8750.0,2488,157,19521.0,66769,51.38395335917742,2020,Oct,Fall
UNKNOWN,7.01,Sports,ONA,"Feb 13, 2021 to Apr 17, 2021","Production I.G, TV Tokyo, Nihon Ad Systems, Marvelous AQL, Shueisha, Bandai Namco Arts","M.S.C, Studio Kai",3962.0,9468,14,812.0,3023,23.428010240190204,2021,Feb,Spring
The Girl and the Monster,4.97,"Comedy, Horror",ONA,"Jul 26, 2019 to Dec 2, 2021",UNKNOWN,UNKNOWN,11997.0,12752,0,547.0,965,16.60575146782585,2019,Jul,Summer
For the Sake of Sita,5.96,"Drama, Fantasy, Romance",ONA,"Feb 26, 2020",UNKNOWN,UNKNOWN,9039.0,13005,3,216.0,894,9.706534482101839,2020,Feb,Spring
Child of Kamiari Month,6.46,Mystery,Movie,"Oct 8, 2021",ABC Animation,LIDENFILMS,6594.0,4743,28,7226.0,18500,42.85817453903576,2021,Oct,Fall
UNKNOWN,7.03,"Action, Adventure, Fantasy, Romance",ONA,"Sep 8, 2020 to ?",UNKNOWN,Soyep,3834.0,9889,9,758.0,2586,22.818938047204277,2020,Sep,Fall
The Hidden Dungeon Only I Can Enter,6.3,"Action, Adventure, Fantasy, Ecchi",TV,"Jan 9, 2021 to Mar 27, 2021","Mainichi Broadcasting System, Kodansha, Crunchyroll, DMM pictures, DMM Music",Okuruto Noboru,7409.0,608,1706,185539.0,357852,72.59777639349039,2021,Jan,Winter
Yashahime: Princess Half-Demon,6.7,"Action, Adventure, Fantasy",TV,"Oct 3, 2020 to Mar 20, 2021","Shogakukan, Yomiuri TV Enterprise",Sunrise,5352.0,1728,620,34241.0,117693,57.561381458782755,2020,Oct,Fall
The Last Summoner,6.58,"Action, Adventure, Drama, Fantasy",ONA,"Apr 26, 2022 to Jul 5, 2022","Fuji TV, bilibili, Bit grooove promotion, Happinet Phantom Studios",ASK Animation Studio,5938.0,2810,233,9778.0,53361,45.821062133007814,2022,Apr,Spring
Are You Ok,6.76,Comedy,ONA,"Jul 10, 2020 to Sep 18, 2020",UNKNOWN,Shengying Animation,5042.0,9484,21,480.0,2997,18.239161221142997,2020,Jul,Summer
Bureau of Paranormal Investigation,6.49,"Action, Adventure, Supernatural, Suspense",ONA,"Aug 7, 2020 to Oct 16, 2020",UNKNOWN,B.CMAY PICTURES,6422.0,8325,14,906.0,4525,23.727746219765937,2020,Aug,Fall
The Island of Siliang,6.95,"Action, Fantasy",ONA,"Jun 14, 2021 to Sep 13, 2021",Year Young Culture,Wulifang Digital,4189.0,10777,34,643.0,1937,21.194145157995944,2021,Jun,Summer
UNKNOWN,5.8,Action,ONA,"Aug 15, 2020 to Nov 20, 2020",UNKNOWN,DC Impression Vision,9703.0,13658,2,169.0,735,7.191519787010407,2020,Aug,Fall
A Will Eternal,7.79,"Action, Comedy, Fantasy",ONA,"Aug 12, 2020 to Jul 21, 2021",Tencent Penguin Pictures,B.CMAY PICTURES,934.0,5177,143,3774.0,14621,38.5888121901189,2020,Aug,Fall
The Day I Became a God,6.78,"Drama, Fantasy",TV,"Oct 11, 2020 to Dec 27, 2020","Aniplex, Movic, Visual Arts, Tokyo MX, Nagoya Broadcasting Network, ABC Animation",P.A. Works,4934.0,905,1537,111949.0,248170,68.61036530350329,2020,Oct,Fall
World's End Harem,5.95,"Sci-Fi, Ecchi",TV,"Jan 7, 2022 to Mar 18, 2022","AT-X, Nippon Columbia, Toranoana, NBCUniversal Entertainment Japan, Office Nobu, Shueisha, Yomiuri TV Enterprise, Global Solutions, Mirai-Kojo","Studio Gokumi, AXsiZ",9063.0,927,1933,90716.0,241387,65.46236117302652,2022,Jan,Winter
Super Secret,6.14,"Comedy, Romance, Supernatural",ONA,"May 30, 2020 to Feb 21, 2021",Laftel,Studio Shelter,8187.0,12827,3,208.0,941,9.632844403192449,2020,May,Summer
UNKNOWN,4.8,"Comedy, Horror",ONA,"Mar 20, 2018",UNKNOWN,UNKNOWN,12204.0,16538,0,184.0,350,6.230269896133271,2018,Mar,Spring
Fate/kaleid Liner Prisma Illya: Licht Nameless Girl,7.19,"Action, Fantasy",Movie,"Aug 27, 2021",UNKNOWN,SILVER LINK.,3086.0,3657,63,8264.0,32413,45.08628450961243,2021,Aug,Fall
UNKNOWN,6.08,"Boys Love, Slice of Life",ONA,"May 22, 2020 to Jun 12, 2020",Bit Promotion,AQUA ARIS,8477.0,10367,2,902.0,2207,23.08437350753202,2020,May,Summer
UNKNOWN,5.16,Horror,ONA,"Jul 16, 2019",UNKNOWN,UNKNOWN,11672.0,16713,0,129.0,340,3.6221337428583578,2019,Jul,Summer
UNKNOWN,5.17,"Comedy, Fantasy",ONA,"Feb 13, 2016 to Apr 26, 2019",UNKNOWN,Super Normal Studio,11652.0,13876,0,154.0,683,5.273547230357318,2016,Feb,Spring
UNKNOWN,5.18,"Comedy, Fantasy",ONA,"Jul 12, 2019 to Sep 13, 2019",UNKNOWN,Super Normal Studio,11629.0,14078,0,132.0,634,3.869787517461794,2019,Jul,Summer
"Shiro, the Giant, and the Castle of Ice",5.58,"Drama, Mystery, Supernatural",ONA,"Aug 8, 2020 to Dec 19, 2020",Half H.P Studio,TriF Studio,10521.0,9273,0,1050.0,3221,23.694806574809512,2020,Aug,Fall
Yuki Yuna is a Hero - Churutto!,5.97,"Comedy, Fantasy",TV,"Apr 10, 2021 to Jun 26, 2021",Mainichi Broadcasting System,"W-Toon Studio, DMM.futureworks",8999.0,7041,20,1374.0,6847,26.801720844189507,2021,Apr,Spring
She Professed Herself Pupil of the Wise Man,6.31,"Adventure, Fantasy",TV,"Jan 12, 2022 to Mar 30, 2022","DAX Production, MAGES., Kadokawa, Micro Magazine Publishing, MAGNET, Micro House",Studio A-CAT,7307.0,1800,623,44553.0,111621,59.43860455478979,2022,Jan,Winter
"Gon, the Little Fox",6.41,Drama,Movie,"Feb 28, 2020",UNKNOWN,Tecarat,6821.0,13665,0,163.0,733,7.780588363693966,2020,Feb,Spring
UNKNOWN,5.94,"Drama, Fantasy",ONA,"May 8, 2020 to Sep 11, 2020","Tencent Penguin Pictures, iQIYI",Soyep,9126.0,13054,2,303.0,880,12.798919192306991,2020,May,Summer
Attack on Titan: Chronicle,7.73,"Action, Drama",Movie,"Jul 17, 2020","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Wit Studio,1078.0,2208,224,25414.0,81015,56.128907933606826,2020,Jul,Summer
Jiang Ziya,7.25,"Action, Adventure, Fantasy",Movie,"Oct 1, 2020",UNKNOWN,Beijing Enlight Pictures,2786.0,7117,13,1779.0,6675,30.980671001894727,2020,Oct,Fall
He Wei Dao x Sword Art Online: Alicization,6.54,Comedy,ONA,"Oct 2, 2019",UNKNOWN,A-1 Pictures,6124.0,8683,33,1753.0,3963,29.893052299557212,2019,Oct,Fall
UNKNOWN,6.78,"Action, Horror, Supernatural",Movie,"Oct 2, 2020","TV Tokyo, Pony Canyon, KlockWorx, flying DOG, Glovision, ADK",Production I.G,4917.0,5916,13,2623.0,10563,33.9470007204108,2020,Oct,Fall
UNKNOWN,6.24,"Action, Adventure, Comedy, Fantasy",Movie,"Jul 17, 2004",UNKNOWN,UNKNOWN,7693.0,14349,0,131.0,590,5.516596182737808,2004,Jul,Summer
UNKNOWN,6.53,"Action, Adventure, Comedy, Fantasy",Movie,"Jul 2, 2006",UNKNOWN,UNKNOWN,6214.0,10734,1,569.0,1963,19.48987950951994,2006,Jul,Summer
UNKNOWN,6.13,"Action, Adventure, Comedy, Fantasy",Movie,"May 31, 2008",UNKNOWN,UNKNOWN,8204.0,14160,0,143.0,619,6.160976156274172,2008,May,Summer
UNKNOWN,6.13,"Action, Adventure, Comedy, Fantasy",Movie,"Jul 16, 2011",UNKNOWN,UNKNOWN,8203.0,13776,0,180.0,708,8.283790407180327,2011,Jul,Summer
UNKNOWN,6.07,"Action, Adventure, Comedy, Fantasy",Movie,"Sep 10, 2017",UNKNOWN,UNKNOWN,8507.0,14121,0,137.0,625,5.674887376146382,2017,Sep,Fall
UNKNOWN,5.14,"Comedy, Slice of Life",TV,"Jun 10, 2020 to Jul 15, 2020",JTB Next Creation,Fukushima Gaina,11704.0,13272,0,177.0,824,6.503778979297624,2020,Jun,Summer
Awakening Soul,5.92,"Action, Adventure, Sci-Fi",ONA,"Oct 13, 2020 to Dec 29, 2020","bilibili, CG Year",UNKNOWN,9204.0,12105,5,246.0,1192,10.844496369027647,2020,Oct,Fall
UNKNOWN,6.11,"Action, Sci-Fi",ONA,"Jun 15, 2018 to Aug 31, 2018",UNKNOWN,Mokai Technology,8332.0,15435,0,119.0,444,4.43638350263924,2018,Jun,Summer
UNKNOWN,5.9,"Action, Adventure, Fantasy",ONA,"Apr 16, 2020 to Jul 2, 2020",iQIYI,ASK Animation Studio,9273.0,13256,2,113.0,828,3.636805566431294,2020,Apr,Spring
Pokétoon,7.32,"Adventure, Comedy",ONA,"Jun 4, 2020 to Dec 28, 2021","Nintendo, Creatures Inc.","Magic Bus, Studio Colorido, DandeLion Animation Studio, Studio GOONEYS, Pancake, Mimoid, team Yamahitsuji",2436.0,7207,16,3001.0,6472,35.89778882972833,2020,Jun,Summer
Arknights,7.12,"Action, Fantasy",ONA,"Nov 19, 2019 to ?",UNKNOWN,Yostar Pictures,3454.0,7675,75,741.0,5524,22.726963431061698,2019,Nov,Winter
UNKNOWN,7.78,Fantasy,ONA,"May 27, 2016 to Mar 16, 2017",UNKNOWN,Kyoto Animation,955.0,8290,39,1855.0,4587,32.01844634895268,2016,May,Summer
UNKNOWN,5.78,"Action, Fantasy",Special,"Jan 4, 2019",UNKNOWN,OLM,9778.0,9512,7,384.0,2962,14.733545976196856,2019,Jan,Winter
UNKNOWN,6.97,"Comedy, Drama, Romance, Supernatural",ONA,"Jun 19, 2020 to Aug 14, 2020",UNKNOWN,"Haoliners Animation League, Garden Culture",4120.0,9873,3,656.0,2595,21.40547330814928,2020,Jun,Summer
The Country of Rare Treasure,5.49,"Fantasy, Mystery, Sci-Fi",ONA,"Apr 16, 2021 to Jun 11, 2021",UNKNOWN,2:10 AM Animation,10811.0,9612,5,360.0,2861,13.662723610908001,2021,Apr,Spring
UNKNOWN,7.13,"Action, Adventure, Supernatural",ONA,"May 18, 2020 to Dec 18, 2020","Tencent Penguin Pictures, iQIYI",Ruo Hong Culture,3377.0,9251,22,1232.0,3239,27.433998839029915,2020,May,Summer
